indice_tiempo,medio_de_transporte,pais_origen,viajes_de_turistas_no_residentes
2019-06-01,Terrestre,EE.UU. y Canadá,2450.9
2019-06-01,Terrestre,Resto de América,9628.3
2019-06-01,Terrestre,Europa,8038.4
2019-06-01,Terrestre,Resto del mundo,2759.4
2019-07-01,Aérea,Bolivia,5738
2019-07-01,Aérea,Brasil,103483
2019-07-01,Aérea,Chile,31449
2019-07-01,Aérea,Paraguay,9815
2019-07-01,Aérea,Uruguay,6970
2019-07-01,Aérea,EE.UU. y Canadá,24989
2019-07-01,Aérea,Resto de América,34714
2019-07-01,Aérea,Europa,33332
2019-07-01,Aérea,Resto del mundo,11182
2019-07-01,Fluvial/Marítima,Bolivia,11819
2019-07-01,Fluvial/Marítima,Brasil,12948
2019-07-01,Fluvial/Marítima,Chile,831
2019-07-01,Fluvial/Marítima,Paraguay,6918
2019-07-01,Fluvial/Marítima,Uruguay,36934
2019-07-01,Fluvial/Marítima,EE.UU. y Canadá,2702
2019-07-01,Fluvial/Marítima,Resto de América,4720
2019-07-01,Fluvial/Marítima,Europa,4055
2019-07-01,Fluvial/Marítima,Resto del mundo,1272
2019-07-01,Terrestre,Bolivia,40393.4
2019-07-01,Terrestre,Brasil,41461.7
2019-07-01,Terrestre,Chile,44263.4
2019-07-01,Terrestre,Paraguay,65981.2
2019-07-01,Terrestre,Uruguay,41624.6
2019-07-01,Terrestre,EE.UU. y Canadá,3220.7
2019-07-01,Terrestre,Resto de América,10735
2019-07-01,Terrestre,Europa,13028.8
2019-07-01,Terrestre,Resto del mundo,3207.5
2019-08-01,Aérea,Bolivia,4803
2019-08-01,Aérea,Brasil,85849
2019-08-01,Aérea,Chile,27508
2019-08-01,Aérea,Paraguay,7518
2019-08-01,Aérea,Uruguay,5882
2019-08-01,Aérea,EE.UU. y Canadá,22630
2019-08-01,Aérea,Resto de América,35725
2019-08-01,Aérea,Europa,38668
2019-08-01,Aérea,Resto del mundo,12350
2019-08-01,Fluvial/Marítima,Bolivia,8978.3
2019-08-01,Fluvial/Marítima,Brasil,8595.3
2019-08-01,Fluvial/Marítima,Chile,566.8
2019-08-01,Fluvial/Marítima,Paraguay,6588.1
2019-08-01,Fluvial/Marítima,Uruguay,26190.6
2019-08-01,Fluvial/Marítima,EE.UU. y Canadá,1589.1
2019-08-01,Fluvial/Marítima,Resto de América,4224.1
2019-08-01,Fluvial/Marítima,Europa,4356.6
2019-08-01,Fluvial/Marítima,Resto del mundo,1196.5
2019-08-01,Terrestre,Bolivia,28327.2
2019-08-01,Terrestre,Brasil,29913.3
2019-08-01,Terrestre,Chile,33419.1
2019-08-01,Terrestre,Paraguay,49480.3
2019-08-01,Terrestre,Uruguay,25190
2019-08-01,Terrestre,EE.UU. y Canadá,2332
2019-08-01,Terrestre,Resto de América,9810.8
2019-08-01,Terrestre,Europa,16142.2
2019-08-01,Terrestre,Resto del mundo,3145.3
2019-09-01,Aérea,Bolivia,5128
2019-09-01,Aérea,Brasil,73857
2019-09-01,Aérea,Chile,36196
2019-09-01,Aérea,Paraguay,7256
2019-09-01,Aérea,Uruguay,7617
2019-09-01,Aérea,EE.UU. y Canadá,18382
2019-09-01,Aérea,Resto de América,37090
2019-09-01,Aérea,Europa,34386
2019-09-01,Aérea,Resto del mundo,13317
2019-09-01,Fluvial/Marítima,Bolivia,8631
2019-09-01,Fluvial/Marítima,Brasil,9661.7
2019-09-01,Fluvial/Marítima,Chile,1148.5
2019-09-01,Fluvial/Marítima,Paraguay,6717.6
2019-09-01,Fluvial/Marítima,Uruguay,41126.2
2019-09-01,Fluvial/Marítima,EE.UU. y Canadá,1818.5
2019-09-01,Fluvial/Marítima,Resto de América,4836.5
2019-09-01,Fluvial/Marítima,Europa,4031.9
2019-09-01,Fluvial/Marítima,Resto del mundo,1220
2019-09-01,Terrestre,Bolivia,26941.7
2019-09-01,Terrestre,Brasil,37651.3
2019-09-01,Terrestre,Chile,71567.8
2019-09-01,Terrestre,Paraguay,48272.5
2019-09-01,Terrestre,Uruguay,50171.8
2019-09-01,Terrestre,EE.UU. y Canadá,2895.1
2019-09-01,Terrestre,Resto de América,11649.3
2019-09-01,Terrestre,Europa,13802.5
2019-09-01,Terrestre,Resto del mundo,3893.4
2019-10-01,Aérea,Bolivia,6060
2019-10-01,Aérea,Brasil,67129
2019-10-01,Aérea,Chile,29427
2019-10-01,Aérea,Paraguay,7144
2019-10-01,Aérea,Uruguay,5645
2019-10-01,Aérea,EE.UU. y Canadá,22270
2019-10-01,Aérea,Resto de América,40685
2019-10-01,Aérea,Europa,39223
2019-10-01,Aérea,Resto del mundo,14329
2019-10-01,Fluvial/Marítima,Bolivia,8613
2019-10-01,Fluvial/Marítima,Brasil,9190
2019-10-01,Fluvial/Marítima,Chile,765.7
2019-10-01,Fluvial/Marítima,Paraguay,6496
2019-10-01,Fluvial/Marítima,Uruguay,34176
2019-10-01,Fluvial/Marítima,EE.UU. y Canadá,2507
2019-10-01,Fluvial/Marítima,Resto de América,6114
2019-10-01,Fluvial/Marítima,Europa,6272.5
2019-10-01,Fluvial/Marítima,Resto del mundo,1835.8
2019-10-01,Terrestre,Bolivia,28539.3
2019-10-01,Terrestre,Brasil,34478.2
2019-10-01,Terrestre,Chile,46346.2
2019-10-01,Terrestre,Paraguay,50248.2
2019-10-01,Terrestre,Uruguay,32377.1
2019-10-01,Terrestre,EE.UU. y Canadá,4751.2
2019-10-01,Terrestre,Resto de América,12516.6
2019-10-01,Terrestre,Europa,23360.1
2019-10-01,Terrestre,Resto del mundo,6429.2
2019-11-01,Aérea,Bolivia,4702
2019-11-01,Aérea,Brasil,64563
2019-11-01,Aérea,Chile,33012
2019-11-01,Aérea,Paraguay,7135
2019-11-01,Aérea,Uruguay,5038
2019-11-01,Aérea,EE.UU. y Canadá,30155
2019-11-01,Aérea,Resto de América,42717
2019-11-01,Aérea,Europa,61369
2019-11-01,Aérea,Resto del mundo,15751
2019-11-01,Fluvial/Marítima,Bolivia,6978.9
2019-11-01,Fluvial/Marítima,Brasil,9003.5
2019-11-01,Fluvial/Marítima,Chile,872.6
2019-11-01,Fluvial/Marítima,Paraguay,6109.8
2019-11-01,Fluvial/Marítima,Uruguay,33722
2019-11-01,Fluvial/Marítima,EE.UU. y Canadá,5848.4
2019-11-01,Fluvial/Marítima,Resto de América,6161.7
2019-11-01,Fluvial/Marítima,Europa,12815.8
2019-11-01,Fluvial/Marítima,Resto del mundo,2477
2019-11-01,Terrestre,Bolivia,15744
2019-11-01,Terrestre,Brasil,36284.3
2019-11-01,Terrestre,Chile,67613.8
2019-11-01,Terrestre,Paraguay,45755.5
2019-11-01,Terrestre,Uruguay,31696.2
2019-11-01,Terrestre,EE.UU. y Canadá,8099.9
2019-11-01,Terrestre,Resto de América,13855.4
2019-11-01,Terrestre,Europa,45230.7
2019-11-01,Terrestre,Resto del mundo,7642.2
2019-12-01,Aérea,Bolivia,7172
2019-12-01,Aérea,Brasil,68464
2019-12-01,Aérea,Chile,26996
2019-12-01,Aérea,Paraguay,7899
2019-12-01,Aérea,Uruguay,4571
2019-12-01,Aérea,EE.UU. y Canadá,43505
2019-12-01,Aérea,Resto de América,57996
2019-12-01,Aérea,Europa,66533
2019-12-01,Aérea,Resto del mundo,21264
2019-12-01,Fluvial/Marítima,Bolivia,10169
2019-12-01,Fluvial/Marítima,Brasil,24086
2019-12-01,Fluvial/Marítima,Chile,1277.1
2019-12-01,Fluvial/Marítima,Paraguay,11888
2019-12-01,Fluvial/Marítima,Uruguay,29261
2019-12-01,Fluvial/Marítima,EE.UU. y Canadá,18721.9
2019-12-01,Fluvial/Marítima,Resto de América,11511
2019-12-01,Fluvial/Marítima,Europa,15491.7
2019-12-01,Fluvial/Marítima,Resto del mundo,5595
2019-12-01,Terrestre,Bolivia,41611.5
2019-12-01,Terrestre,Brasil,42953.4
2019-12-01,Terrestre,Chile,75522
2019-12-01,Terrestre,Paraguay,114941.9
2019-12-01,Terrestre,Uruguay,32068.9
2019-12-01,Terrestre,EE.UU. y Canadá,11283.9
2019-12-01,Terrestre,Resto de América,19138.6
2019-12-01,Terrestre,Europa,37304.5
2019-12-01,Terrestre,Resto del mundo,11227.1
2020-01-01,Aérea,Bolivia,7810
2020-01-01,Aérea,Brasil,75454
2020-01-01,Aérea,Chile,22108
2020-01-01,Aérea,Paraguay,7011
2020-01-01,Aérea,Uruguay,3943
2020-01-01,Aérea,EE.UU. y Canadá,50219
2020-01-01,Aérea,Resto de América,46328
2020-01-01,Aérea,Europa,80390
2020-01-01,Aérea,Resto del mundo,20750
2020-01-01,Fluvial/Marítima,Bolivia,9071
2020-01-01,Fluvial/Marítima,Brasil,46037.5
2020-01-01,Fluvial/Marítima,Chile,2030
2020-01-01,Fluvial/Marítima,Paraguay,10490.7
2020-01-01,Fluvial/Marítima,Uruguay,20426
2020-01-01,Fluvial/Marítima,EE.UU. y Canadá,23726
2020-01-01,Fluvial/Marítima,Resto de América,8513.5
2020-01-01,Fluvial/Marítima,Europa,23610.4
2020-01-01,Fluvial/Marítima,Resto del mundo,6813
2020-01-01,Terrestre,Bolivia,59135.7
2020-01-01,Terrestre,Brasil,64162.8
2020-01-01,Terrestre,Chile,105952.2
2020-01-01,Terrestre,Paraguay,73084.3
2020-01-01,Terrestre,Uruguay,38268.6
2020-01-01,Terrestre,EE.UU. y Canadá,11519.4
2020-01-01,Terrestre,Resto de América,20472.2
2020-01-01,Terrestre,Europa,41276.5
2020-01-01,Terrestre,Resto del mundo,16931.5
2020-02-01,Aérea,Bolivia,5995
2020-02-01,Aérea,Brasil,44684
2020-02-01,Aérea,Chile,31531
2020-02-01,Aérea,Paraguay,5490
2020-02-01,Aérea,Uruguay,3712
2020-02-01,Aérea,EE.UU. y Canadá,35895
2020-02-01,Aérea,Resto de América,33992
2020-02-01,Aérea,Europa,60149
2020-02-01,Aérea,Resto del mundo,17330
2020-02-01,Fluvial/Marítima,Bolivia,4714
2020-02-01,Fluvial/Marítima,Brasil,29124
2020-02-01,Fluvial/Marítima,Chile,3393.1
2020-02-01,Fluvial/Marítima,Paraguay,7982
2020-02-01,Fluvial/Marítima,Uruguay,25039
2020-02-01,Fluvial/Marítima,EE.UU. y Canadá,29445
2020-02-01,Fluvial/Marítima,Resto de América,6293
2020-02-01,Fluvial/Marítima,Europa,27666
2020-02-01,Fluvial/Marítima,Resto del mundo,7887
2020-02-01,Terrestre,Bolivia,46745.5
2020-02-01,Terrestre,Brasil,35536.9
2020-02-01,Terrestre,Chile,174046
2020-02-01,Terrestre,Paraguay,61630.2
2020-02-01,Terrestre,Uruguay,40217.1
2020-02-01,Terrestre,EE.UU. y Canadá,10657
2020-02-01,Terrestre,Resto de América,15294.6
2020-02-01,Terrestre,Europa,39086.7
2020-02-01,Terrestre,Resto del mundo,16444.8
2020-03-01,Aérea,Bolivia,3991
2020-03-01,Aérea,Brasil,23479
2020-03-01,Aérea,Chile,10961
2020-03-01,Aérea,Paraguay,2773
2020-03-01,Aérea,Uruguay,2010
2020-03-01,Aérea,EE.UU. y Canadá,12504
2020-03-01,Aérea,Resto de América,23930
2020-03-01,Aérea,Europa,24778
2020-03-01,Aérea,Resto del mundo,5737
2020-03-01,Fluvial/Marítima,Bolivia,5586.9
2020-03-01,Fluvial/Marítima,Brasil,13120
2020-03-01,Fluvial/Marítima,Chile,1128.5
2020-03-01,Fluvial/Marítima,Paraguay,4672.8
2020-03-01,Fluvial/Marítima,Uruguay,11930.8
2020-03-01,Fluvial/Marítima,EE.UU. y Canadá,11605
2020-03-01,Fluvial/Marítima,Resto de América,3359.9
2020-03-01,Fluvial/Marítima,Europa,8902.8
2020-03-01,Fluvial/Marítima,Resto del mundo,2108
2020-03-01,Terrestre,Bolivia,29985.2
2020-03-01,Terrestre,Brasil,18509.7
2020-03-01,Terrestre,Chile,33876.1
2020-03-01,Terrestre,Paraguay,27120.3
2020-03-01,Terrestre,Uruguay,14068.1
2020-03-01,Terrestre,EE.UU. y Canadá,4576
2020-03-01,Terrestre,Resto de América,9013.9
2020-03-01,Terrestre,Europa,16770.4
2020-03-01,Terrestre,Resto del mundo,4982
2020-04-01,Aérea,Bolivia,0
2020-04-01,Aérea,Brasil,0
2020-04-01,Aérea,Chile,0
2020-04-01,Aérea,Paraguay,0
2020-04-01,Aérea,Uruguay,0
2020-04-01,Aérea,EE.UU. y Canadá,0
2020-04-01,Aérea,Resto de América,0
2020-04-01,Aérea,Europa,0
2020-04-01,Aérea,Resto del mundo,0
2020-04-01,Fluvial/Marítima,Bolivia,0
2020-04-01,Fluvial/Marítima,Brasil,0
2020-04-01,Fluvial/Marítima,Chile,0
2020-04-01,Fluvial/Marítima,Paraguay,0
2020-04-01,Fluvial/Marítima,Uruguay,0
2020-04-01,Fluvial/Marítima,EE.UU. y Canadá,0
2020-04-01,Fluvial/Marítima,Resto de América,0
2020-04-01,Fluvial/Marítima,Europa,0
2020-04-01,Fluvial/Marítima,Resto del mundo,0
2020-04-01,Terrestre,Bolivia,0
2020-04-01,Terrestre,Brasil,0
2020-04-01,Terrestre,Chile,0
2020-04-01,Terrestre,Paraguay,0
2020-04-01,Terrestre,Uruguay,0
2020-04-01,Terrestre,EE.UU. y Canadá,0
2020-04-01,Terrestre,Resto de América,0
2020-04-01,Terrestre,Europa,0
2020-04-01,Terrestre,Resto del mundo,0
2020-05-01,Aérea,Bolivia,0
2020-05-01,Aérea,Brasil,0
2020-05-01,Aérea,Chile,0
2020-05-01,Aérea,Paraguay,0
2020-05-01,Aérea,Uruguay,0
2020-05-01,Aérea,EE.UU. y Canadá,0
2020-05-01,Aérea,Resto de América,0
2020-05-01,Aérea,Europa,0
2020-05-01,Aérea,Resto del mundo,0
2020-05-01,Fluvial/Marítima,Bolivia,0
2020-05-01,Fluvial/Marítima,Brasil,0
2020-05-01,Fluvial/Marítima,Chile,0
2020-05-01,Fluvial/Marítima,Paraguay,0
2020-05-01,Fluvial/Marítima,Uruguay,0
2020-05-01,Fluvial/Marítima,EE.UU. y Canadá,0
2020-05-01,Fluvial/Marítima,Resto de América,0
2020-05-01,Fluvial/Marítima,Europa,0
2020-05-01,Fluvial/Marítima,Resto del mundo,0
2020-05-01,Terrestre,Bolivia,0
2020-05-01,Terrestre,Brasil,0
2020-05-01,Terrestre,Chile,0
2020-05-01,Terrestre,Paraguay,0
2020-05-01,Terrestre,Uruguay,0
2020-05-01,Terrestre,EE.UU. y Canadá,0
2020-05-01,Terrestre,Resto de América,0
2020-05-01,Terrestre,Europa,0
2020-05-01,Terrestre,Resto del mundo,0
2020-06-01,Aérea,Bolivia,0
2020-06-01,Aérea,Brasil,0
2020-06-01,Aérea,Chile,0
2020-06-01,Aérea,Paraguay,0
2020-06-01,Aérea,Uruguay,0
2020-06-01,Aérea,EE.UU. y Canadá,0
2020-06-01,Aérea,Resto de América,0
2020-06-01,Aérea,Europa,0
2020-06-01,Aérea,Resto del mundo,0
2020-06-01,Fluvial/Marítima,Bolivia,0
2020-06-01,Fluvial/Marítima,Brasil,0
2020-06-01,Fluvial/Marítima,Chile,0
2020-06-01,Fluvial/Marítima,Paraguay,0
2020-06-01,Fluvial/Marítima,Uruguay,0
2020-06-01,Fluvial/Marítima,EE.UU. y Canadá,0
2020-06-01,Fluvial/Marítima,Resto de América,0
2020-06-01,Fluvial/Marítima,Europa,0
2020-06-01,Fluvial/Marítima,Resto del mundo,0
2020-06-01,Terrestre,Bolivia,0
2020-06-01,Terrestre,Brasil,0
2020-06-01,Terrestre,Chile,0
2020-06-01,Terrestre,Paraguay,0
2020-06-01,Terrestre,Uruguay,0
2020-06-01,Terrestre,EE.UU. y Canadá,0
2020-06-01,Terrestre,Resto de América,0
2020-06-01,Terrestre,Europa,0
2020-06-01,Terrestre,Resto del mundo,0
2020-07-01,Aérea,Bolivia,18.5
2020-07-01,Aérea,Brasil,33.1
2020-07-01,Aérea,Chile,56.3
2020-07-01,Aérea,Paraguay,14.1
2020-07-01,Aérea,Uruguay,2.7
2020-07-01,Aérea,EE.UU. y Canadá,135.7
2020-07-01,Aérea,Resto de América,217.7
2020-07-01,Aérea,Europa,471
2020-07-01,Aérea,Resto del mundo,19.9
2020-07-01,Fluvial/Marítima,Bolivia,0
2020-07-01,Fluvial/Marítima,Brasil,6
2020-07-01,Fluvial/Marítima,Chile,0
2020-07-01,Fluvial/Marítima,Paraguay,3
2020-07-01,Fluvial/Marítima,Uruguay,30
2020-07-01,Fluvial/Marítima,EE.UU. y Canadá,0
2020-07-01,Fluvial/Marítima,Resto de América,1
2020-07-01,Fluvial/Marítima,Europa,1
2020-07-01,Fluvial/Marítima,Resto del mundo,5
2020-07-01,Terrestre,Bolivia,3
2020-07-01,Terrestre,Brasil,96.6
2020-07-01,Terrestre,Chile,30.4
2020-07-01,Terrestre,Paraguay,46
2020-07-01,Terrestre,Uruguay,63
2020-07-01,Terrestre,EE.UU. y Canadá,2
2020-07-01,Terrestre,Resto de América,1
2020-07-01,Terrestre,Europa,2
2020-07-01,Terrestre,Resto del mundo,29
2020-08-01,Aérea,Bolivia,36.3
2020-08-01,Aérea,Brasil,102.4
2020-08-01,Aérea,Chile,26.5
2020-08-01,Aérea,Paraguay,10.8
2020-08-01,Aérea,Uruguay,3
2020-08-01,Aérea,EE.UU. y Canadá,165.3
2020-08-01,Aérea,Resto de América,506
2020-08-01,Aérea,Europa,672.7
2020-08-01,Aérea,Resto del mundo,128.1
2020-08-01,Fluvial/Marítima,Bolivia,1
2020-08-01,Fluvial/Marítima,Brasil,2
2020-08-01,Fluvial/Marítima,Chile,0
2020-08-01,Fluvial/Marítima,Paraguay,0
2020-08-01,Fluvial/Marítima,Uruguay,139
2020-08-01,Fluvial/Marítima,EE.UU. y Canadá,4
2020-08-01,Fluvial/Marítima,Resto de América,2
2020-08-01,Fluvial/Marítima,Europa,9
2020-08-01,Fluvial/Marítima,Resto del mundo,6
2020-08-01,Terrestre,Bolivia,305
2020-08-01,Terrestre,Brasil,249
2020-08-01,Terrestre,Chile,47
2020-08-01,Terrestre,Paraguay,864
2020-08-01,Terrestre,Uruguay,87
2020-08-01,Terrestre,EE.UU. y Canadá,0
2020-08-01,Terrestre,Resto de América,1
2020-08-01,Terrestre,Europa,6
2020-08-01,Terrestre,Resto del mundo,2
2020-09-01,Aérea,Bolivia,196.6
2020-09-01,Aérea,Brasil,129.7
2020-09-01,Aérea,Chile,93.8
2020-09-01,Aérea,Paraguay,147.7
2020-09-01,Aérea,Uruguay,35.9
2020-09-01,Aérea,EE.UU. y Canadá,250.5
2020-09-01,Aérea,Resto de América,617.8
2020-09-01,Aérea,Europa,909.3
2020-09-01,Aérea,Resto del mundo,233.6
2020-09-01,Fluvial/Marítima,Bolivia,2
2020-09-01,Fluvial/Marítima,Brasil,6
2020-09-01,Fluvial/Marítima,Chile,1
2020-09-01,Fluvial/Marítima,Paraguay,0
2020-09-01,Fluvial/Marítima,Uruguay,163
2020-09-01,Fluvial/Marítima,EE.UU. y Canadá,3
2020-09-01,Fluvial/Marítima,Resto de América,5
2020-09-01,Fluvial/Marítima,Europa,7
2020-09-01,Fluvial/Marítima,Resto del mundo,25
2020-09-01,Terrestre,Bolivia,513
2020-09-01,Terrestre,Brasil,224
2020-09-01,Terrestre,Chile,94.4
2020-09-01,Terrestre,Paraguay,551
2020-09-01,Terrestre,Uruguay,63
2020-09-01,Terrestre,EE.UU. y Canadá,5
2020-09-01,Terrestre,Resto de América,24.7
2020-09-01,Terrestre,Europa,8.9
2020-09-01,Terrestre,Resto del mundo,6
2020-10-01,Aérea,Bolivia,296
2020-10-01,Aérea,Brasil,338
2020-10-01,Aérea,Chile,161
2020-10-01,Aérea,Paraguay,74
2020-10-01,Aérea,Uruguay,54
2020-10-01,Aérea,EE.UU. y Canadá,459
2020-10-01,Aérea,Resto de América,1145
2020-10-01,Aérea,Europa,805
2020-10-01,Aérea,Resto del mundo,177
2020-10-01,Fluvial/Marítima,Bolivia,0
2020-10-01,Fluvial/Marítima,Brasil,2
2020-10-01,Fluvial/Marítima,Chile,0
2020-10-01,Fluvial/Marítima,Paraguay,0
2020-10-01,Fluvial/Marítima,Uruguay,184
2020-10-01,Fluvial/Marítima,EE.UU. y Canadá,1
2020-10-01,Fluvial/Marítima,Resto de América,7
2020-10-01,Fluvial/Marítima,Europa,4
2020-10-01,Fluvial/Marítima,Resto del mundo,3
2020-10-01,Terrestre,Bolivia,331
2020-10-01,Terrestre,Brasil,235
2020-10-01,Terrestre,Chile,134.3
2020-10-01,Terrestre,Paraguay,484
2020-10-01,Terrestre,Uruguay,84
2020-10-01,Terrestre,EE.UU. y Canadá,2
2020-10-01,Terrestre,Resto de América,30.8
2020-10-01,Terrestre,Europa,7.9
2020-10-01,Terrestre,Resto del mundo,1
2020-11-01,Aérea,Bolivia,566.6
2020-11-01,Aérea,Brasil,1566
2020-11-01,Aérea,Chile,984.4
2020-11-01,Aérea,Paraguay,327.6
2020-11-01,Aérea,Uruguay,34.8
2020-11-01,Aérea,EE.UU. y Canadá,588.5
2020-11-01,Aérea,Resto de América,1980.4
2020-11-01,Aérea,Europa,1115.3
2020-11-01,Aérea,Resto del mundo,203.2
2020-11-01,Fluvial/Marítima,Bolivia,1
2020-11-01,Fluvial/Marítima,Brasil,6
2020-11-01,Fluvial/Marítima,Chile,6
2020-11-01,Fluvial/Marítima,Paraguay,4
2020-11-01,Fluvial/Marítima,Uruguay,435
2020-11-01,Fluvial/Marítima,EE.UU. y Canadá,2
2020-11-01,Fluvial/Marítima,Resto de América,7
2020-11-01,Fluvial/Marítima,Europa,17
2020-11-01,Fluvial/Marítima,Resto del mundo,1
2020-11-01,Terrestre,Bolivia,36
2020-11-01,Terrestre,Brasil,296
2020-11-01,Terrestre,Chile,157.8
2020-11-01,Terrestre,Paraguay,1097
2020-11-01,Terrestre,Uruguay,235
2020-11-01,Terrestre,EE.UU. y Canadá,4
2020-11-01,Terrestre,Resto de América,51.1
2020-11-01,Terrestre,Europa,17
2020-11-01,Terrestre,Resto del mundo,2
2020-12-01,Aérea,Bolivia,1305.3
2020-12-01,Aérea,Brasil,3053.4
2020-12-01,Aérea,Chile,2357.4
2020-12-01,Aérea,Paraguay,589.2
2020-12-01,Aérea,Uruguay,127
2020-12-01,Aérea,EE.UU. y Canadá,1250.9
2020-12-01,Aérea,Resto de América,3504.3
2020-12-01,Aérea,Europa,2721.4
2020-12-01,Aérea,Resto del mundo,343.1
2020-12-01,Fluvial/Marítima,Bolivia,1
2020-12-01,Fluvial/Marítima,Brasil,5
2020-12-01,Fluvial/Marítima,Chile,8
2020-12-01,Fluvial/Marítima,Paraguay,7
2020-12-01,Fluvial/Marítima,Uruguay,592
2020-12-01,Fluvial/Marítima,EE.UU. y Canadá,6
2020-12-01,Fluvial/Marítima,Resto de América,6
2020-12-01,Fluvial/Marítima,Europa,24
2020-12-01,Fluvial/Marítima,Resto del mundo,2
2020-12-01,Terrestre,Bolivia,45.1
2020-12-01,Terrestre,Brasil,417
2020-12-01,Terrestre,Chile,459.7
2020-12-01,Terrestre,Paraguay,1443
2020-12-01,Terrestre,Uruguay,462.1
2020-12-01,Terrestre,EE.UU. y Canadá,6
2020-12-01,Terrestre,Resto de América,58.1
2020-12-01,Terrestre,Europa,16.1
2020-12-01,Terrestre,Resto del mundo,3
2021-01-01,Aérea,Bolivia,822
2021-01-01,Aérea,Brasil,1918
2021-01-01,Aérea,Chile,1735
2021-01-01,Aérea,Paraguay,425
2021-01-01,Aérea,Uruguay,71.3
2021-01-01,Aérea,EE.UU. y Canadá,3606.1
2021-01-01,Aérea,Resto de América,3549.7
2021-01-01,Aérea,Europa,8692
2021-01-01,Aérea,Resto del mundo,269.9
2021-01-01,Fluvial/Marítima,Bolivia,5
2021-01-01,Fluvial/Marítima,Brasil,1
2021-01-01,Fluvial/Marítima,Chile,2
2021-01-01,Fluvial/Marítima,Paraguay,2
2021-01-01,Fluvial/Marítima,Uruguay,296
2021-01-01,Fluvial/Marítima,EE.UU. y Canadá,2
2021-01-01,Fluvial/Marítima,Resto de América,5
2021-01-01,Fluvial/Marítima,Europa,17
2021-01-01,Fluvial/Marítima,Resto del mundo,0
2021-01-01,Terrestre,Bolivia,38
2021-01-01,Terrestre,Brasil,185
2021-01-01,Terrestre,Chile,543.8
2021-01-01,Terrestre,Paraguay,509
2021-01-01,Terrestre,Uruguay,53
2021-01-01,Terrestre,EE.UU. y Canadá,10.8
2021-01-01,Terrestre,Resto de América,23.7
2021-01-01,Terrestre,Europa,12.8
2021-01-01,Terrestre,Resto del mundo,0
2021-02-01,Aérea,Bolivia,306
2021-02-01,Aérea,Brasil,752.8
2021-02-01,Aérea,Chile,1188.9
2021-02-01,Aérea,Paraguay,215.9
2021-02-01,Aérea,Uruguay,47.5
2021-02-01,Aérea,EE.UU. y Canadá,1703
2021-02-01,Aérea,Resto de América,1852
2021-02-01,Aérea,Europa,4837.9
2021-02-01,Aérea,Resto del mundo,212
2021-02-01,Fluvial/Marítima,Bolivia,1
2021-02-01,Fluvial/Marítima,Brasil,3
2021-02-01,Fluvial/Marítima,Chile,1
2021-02-01,Fluvial/Marítima,Paraguay,1
2021-02-01,Fluvial/Marítima,Uruguay,450
2021-02-01,Fluvial/Marítima,EE.UU. y Canadá,4
2021-02-01,Fluvial/Marítima,Resto de América,10
2021-02-01,Fluvial/Marítima,Europa,21
2021-02-01,Fluvial/Marítima,Resto del mundo,2
2021-02-01,Terrestre,Bolivia,8
2021-02-01,Terrestre,Brasil,119
2021-02-01,Terrestre,Chile,229.9
2021-02-01,Terrestre,Paraguay,260
2021-02-01,Terrestre,Uruguay,382
2021-02-01,Terrestre,EE.UU. y Canadá,7
2021-02-01,Terrestre,Resto de América,20
2021-02-01,Terrestre,Europa,22
2021-02-01,Terrestre,Resto del mundo,8
2021-03-01,Aérea,Bolivia,283.7
2021-03-01,Aérea,Brasil,1026
2021-03-01,Aérea,Chile,1192.8
2021-03-01,Aérea,Paraguay,395.5
2021-03-01,Aérea,Uruguay,16
2021-03-01,Aérea,EE.UU. y Canadá,2215.1
2021-03-01,Aérea,Resto de América,2425.7
2021-03-01,Aérea,Europa,5330.4
2021-03-01,Aérea,Resto del mundo,284.8
2021-03-01,Fluvial/Marítima,Bolivia,1
2021-03-01,Fluvial/Marítima,Brasil,3
2021-03-01,Fluvial/Marítima,Chile,1
2021-03-01,Fluvial/Marítima,Paraguay,3
2021-03-01,Fluvial/Marítima,Uruguay,384
2021-03-01,Fluvial/Marítima,EE.UU. y Canadá,6
2021-03-01,Fluvial/Marítima,Resto de América,4
2021-03-01,Fluvial/Marítima,Europa,15
2021-03-01,Fluvial/Marítima,Resto del mundo,4
2021-03-01,Terrestre,Bolivia,15
2021-03-01,Terrestre,Brasil,89
2021-03-01,Terrestre,Chile,180.3
2021-03-01,Terrestre,Paraguay,119
2021-03-01,Terrestre,Uruguay,255
2021-03-01,Terrestre,EE.UU. y Canadá,2
2021-03-01,Terrestre,Resto de América,17.9
2021-03-01,Terrestre,Europa,9.9
2021-03-01,Terrestre,Resto del mundo,2
2021-04-01,Aérea,Bolivia,159
2021-04-01,Aérea,Brasil,665.8
2021-04-01,Aérea,Chile,244
2021-04-01,Aérea,Paraguay,206
2021-04-01,Aérea,Uruguay,134.3
2021-04-01,Aérea,EE.UU. y Canadá,2146.6
2021-04-01,Aérea,Resto de América,1571.6
2021-04-01,Aérea,Europa,4538.8
2021-04-01,Aérea,Resto del mundo,301
2021-04-01,Fluvial/Marítima,Bolivia,1
2021-04-01,Fluvial/Marítima,Brasil,0
2021-04-01,Fluvial/Marítima,Chile,0
2021-04-01,Fluvial/Marítima,Paraguay,4
2021-04-01,Fluvial/Marítima,Uruguay,322
2021-04-01,Fluvial/Marítima,EE.UU. y Canadá,3
